Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Full_Name, AGE AVR,Attendance AVG,AVERAGE STUDY HOUR,AVERAGE SLEEP HOUR
S2362,Ali,Williams,student1362@university.com,Male,21,CS,82.62,59.65,89.14,88.22,74.33,8.30,54.40,88.74,F,13,No,Yes,Bachelor's,Medium,2,6,Ali Williams,,,,
S2363,Emma,Jones,student1363@university.com,Male,24,Business,77.95,64.56,84.45,96.71,88.28,2.53,57.51,97.43,A,21,No,Yes,High School,Medium,4,7,Emma Jones,,,,
S2364,Liam,Williams,student1364@university.com,Female,23,Mathematics,68.12,53.87,95.05,95.75,94.60,5.64,50.40,97.03,B,12,No,Yes,,Medium,2,5,Liam Williams,,,,
S2365,Emma,Jones,student1365@university.com,Female,21,Business,82.07,98.76,91.86,56.87,66.86,4.05,79.49,76.24,F,29,No,Yes,Bachelor's,High,3,6,Emma Jones,,,,
S2366,John,Johnson,student1366@university.com,Male,19,Business,,69.82,99.68,,76.39,3.46,95.19,99.16,F,8,No,Yes,High School,High,1,8,John Johnson,,,,
S2367,Emma,Williams,student1367@university.com,Male,23,Engineering,89.74,99.76,50.96,54.64,82.37,3.10,57.48,82.80,A,9,No,Yes,None,Medium,7,8,Emma Williams,,,,
S2368,Ali,Jones,student1368@university.com,Female,21,CS,61.47,69.39,58.29,98.05,66.43,8.55,87.57,56.42,C,6,No,Yes,High School,Low,6,7,Ali Jones,,,,
S2369,Sara,Williams,student1369@university.com,Female,18,Engineering,57.94,53.19,78.17,60.76,99.28,7.69,78.68,94.42,F,25,No,Yes,PhD,Low,1,5,Sara Williams,,,,
S2370,Omar,Williams,student1370@university.com,Male,20,CS,89.12,70.45,83.98,59.87,93.79,5.23,97.00,73.43,A,7,No,Yes,None,Medium,9,4,Omar Williams,,,,
S2371,John,Jones,student1371@university.com,Male,19,CS,85.39,42.38,72.08,94.44,64.82,6.64,89.91,57.63,B,12,Yes,Yes,Bachelor's,Low,6,4,John Jones,,,,
S2372,Liam,Jones,student1372@university.com,Female,24,Engineering,59.13,94.29,44.44,98.39,75.40,9.85,92.64,89.57,C,10,No,Yes,Bachelor's,Medium,5,8,Liam Jones,,,,
S2373,Sara,Smith,student1373@university.com,Male,19,Engineering,55.81,89.11,90.50,84.88,61.54,3.98,81.96,81.22,C,14,No,Yes,Bachelor's,Medium,1,8,Sara Smith,,,,
S2374,John,Williams,student1374@university.com,Female,22,Engineering,91.92,83.55,97.65,56.05,75.73,5.51,90.57,94.11,A,24,Yes,Yes,,Medium,10,8,John Williams,,,,
S2375,Ahmed,Brown,student1375@university.com,Male,20,Engineering,88.83,76.59,64.33,74.29,84.17,5.34,67.54,91.37,A,29,No,Yes,None,Low,5,6,Ahmed Brown,,,,
S2376,Maria,Williams,student1376@university.com,Female,19,CS,66.36,74.79,53.49,90.83,54.28,9.36,60.45,66.01,A,27,Yes,No,,Low,2,4,Maria Williams,,,,
S2377,Ahmed,Williams,student1377@university.com,Female,21,Engineering,,99.80,41.16,78.62,93.51,3.52,95.63,62.82,A,26,No,Yes,High School,High,7,8,Ahmed Williams,,,,
S2378,Emma,Jones,student1378@university.com,Male,19,Engineering,56.21,56.68,54.24,56.63,79.69,9.86,86.72,86.69,F,15,No,Yes,Master's,Low,6,9,Emma Jones,,,,
S2379,Sara,Williams,student1379@university.com,Female,19,CS,,86.78,82.00,58.59,99.48,3.05,54.54,78.67,D,25,No,Yes,High School,High,4,6,Sara Williams,,,,
S2380,Emma,Davis,student1380@university.com,Male,19,Business,50.94,74.88,94.70,93.21,51.28,1.09,93.35,53.49,F,24,No,Yes,High School,Medium,3,8,Emma Davis,,,,
S2381,Maria,Williams,student1381@university.com,Male,22,Engineering,69.58,98.55,45.61,76.35,91.57,1.91,67.45,59.08,F,11,No,Yes,,Low,5,8,Maria Williams,,,,
S2382,John,Davis,student1382@university.com,Male,19,Engineering,53.74,89.67,73.20,85.29,89.60,4.26,64.91,57.57,F,12,Yes,Yes,,Low,3,8,John Davis,,,,
S2383,Maria,Brown,student1383@university.com,Male,19,Business,73.76,99.91,81.73,68.65,56.64,6.50,81.17,79.49,A,18,No,No,High School,Medium,9,4,Maria Brown,,,,
S2384,Ali,Jones,student1384@university.com,Female,22,Business,71.08,75.30,56.58,76.62,66.77,5.17,78.43,54.29,F,29,Yes,Yes,None,Low,6,9,Ali Jones,,,,
S2385,Maria,Williams,student1385@university.com,Male,23,Business,,52.27,74.19,,94.24,3.76,76.91,60.39,C,8,Yes,Yes,,High,10,8,Maria Williams,,,,
S2386,Ali,Davis,student1386@university.com,Male,20,CS,52.27,70.22,82.91,66.49,75.92,5.62,62.74,77.27,C,30,No,Yes,PhD,Medium,2,8,Ali Davis,,,,
S2387,Maria,Davis,student1387@university.com,Male,24,CS,68.08,82.67,90.26,83.74,70.06,8.39,97.99,56.65,F,9,No,No,Master's,Medium,7,9,Maria Davis,,,,
S2388,Omar,Davis,student1388@university.com,Male,23,CS,87.82,86.46,67.15,58.63,95.27,8.39,97.51,62.41,A,17,No,Yes,High School,High,8,7,Omar Davis,,,,
S2389,Ali,Johnson,student1389@university.com,Female,18,CS,68.45,40.03,84.87,56.09,54.67,7.26,50.21,95.34,C,13,Yes,Yes,Bachelor's,Low,9,4,Ali Johnson,,,,
S2390,Sara,Smith,student1390@university.com,Male,22,Mathematics,85.76,70.30,58.11,,73.66,9.52,66.89,84.86,B,16,No,Yes,,High,4,8,Sara Smith,,,,
S2391,Emma,Brown,student1391@university.com,Female,22,Engineering,68.47,54.11,52.78,92.21,82.62,5.90,52.28,65.34,D,29,Yes,Yes,,High,1,5,Emma Brown,,,,
S2392,Liam,Williams,student1392@university.com,Female,19,CS,,92.49,51.24,83.42,80.43,0.08,92.51,93.87,D,21,No,Yes,Master's,Medium,8,8,Liam Williams,,,,
S2393,Emma,Johnson,student1393@university.com,Female,19,CS,78.19,49.17,61.53,,63.21,2.91,94.33,62.51,A,12,No,Yes,,Low,10,6,Emma Johnson,,,,
S2394,Ahmed,Williams,student1394@university.com,Male,24,CS,97.53,79.99,42.15,62.03,78.17,3.28,75.91,79.45,A,21,No,Yes,High School,Medium,1,4,Ahmed Williams,,,,
S2395,Emma,Williams,student1395@university.com,Male,18,Engineering,55.44,55.96,56.98,95.56,85.43,5.47,91.98,68.42,D,16,No,Yes,High School,High,5,6,Emma Williams,,,,
S2396,John,Jones,student1396@university.com,Male,19,Business,51.65,61.39,79.13,64.44,79.24,9.05,85.17,87.61,D,29,No,Yes,,Low,2,8,John Jones,,,,
S2397,Omar,Jones,student1397@university.com,Male,21,Business,80.40,96.43,78.88,90.94,84.22,8.38,74.98,68.58,B,14,Yes,Yes,High School,Low,8,4,Omar Jones,,,,
S2398,Maria,Jones,student1398@university.com,Female,19,Mathematics,97.45,54.43,44.41,64.30,62.80,2.32,68.19,62.44,A,20,No,Yes,PhD,Medium,5,4,Maria Jones,,,,
S2399,Ahmed,Johnson,student1399@university.com,Female,19,CS,99.49,45.70,57.24,96.97,91.64,5.19,63.31,80.39,B,26,No,No,High School,Medium,6,6,Ahmed Johnson,,,,
S2400,John,Williams,student1400@university.com,Male,21,CS,74.21,44.16,74.17,95.72,72.48,6.59,62.97,87.27,A,29,Yes,Yes,High School,Low,7,4,John Williams,,,,
S2401,John,Smith,student1401@university.com,Male,18,CS,73.40,70.28,59.11,52.16,99.36,9.88,78.10,76.82,D,25,Yes,Yes,Bachelor's,High,4,9,John Smith,,,,
S2402,Ali,Brown,student1402@university.com,Male,21,CS,82.25,78.50,65.08,88.52,51.16,0.31,58.34,85.81,B,28,No,Yes,Master's,High,5,8,Ali Brown,,,,
S2403,Emma,Jones,student1403@university.com,Male,22,Mathematics,,59.64,82.77,,69.02,4.64,58.74,71.10,D,17,No,Yes,,Low,9,7,Emma Jones,,,,
S2404,Sara,Jones,student1404@university.com,Male,21,Engineering,81.70,81.42,40.56,60.76,59.02,9.88,50.52,89.77,C,24,No,Yes,PhD,High,6,4,Sara Jones,,,,
S2405,Liam,Williams,student1405@university.com,Male,20,Business,93.70,43.66,56.58,72.99,77.78,9.77,80.67,79.25,B,7,Yes,Yes,Master's,Low,8,7,Liam Williams,,,,
S2406,Sara,Williams,student1406@university.com,Male,22,Engineering,87.32,91.44,48.54,78.82,62.16,3.31,99.72,59.81,A,20,No,Yes,,Low,4,7,Sara Williams,,,,
S2407,Ahmed,Johnson,student1407@university.com,Female,19,CS,74.84,88.99,47.66,,86.87,0.00,94.46,94.54,B,5,No,Yes,Master's,Low,4,7,Ahmed Johnson,,,,
S2408,Omar,Johnson,student1408@university.com,Female,24,CS,73.09,99.13,97.54,78.77,94.09,5.87,85.28,91.84,F,12,Yes,Yes,,Medium,8,9,Omar Johnson,,,,
S2409,Sara,Jones,student1409@university.com,Female,22,Engineering,81.98,96.19,62.59,58.53,60.54,8.67,89.28,98.20,F,22,No,Yes,Bachelor's,High,3,8,Sara Jones,,,,
S2410,Maria,Williams,student1410@university.com,Female,18,Business,72.79,61.37,71.63,51.12,58.03,3.24,70.84,78.45,A,9,No,Yes,Bachelor's,Low,5,6,Maria Williams,,,,
S2411,Sara,Smith,student1411@university.com,Male,18,CS,72.89,63.96,84.03,78.56,93.77,9.34,64.90,83.79,B,10,No,Yes,None,Medium,3,8,Sara Smith,,,,
S2412,Ahmed,Brown,student1412@university.com,Male,21,Business,50.82,84.76,42.85,75.87,68.06,3.33,68.43,93.18,F,7,No,No,PhD,Low,1,6,Ahmed Brown,,,,
S2413,Liam,Williams,student1413@university.com,Male,22,Business,58.70,48.04,54.46,,71.73,6.10,54.07,52.63,D,24,No,Yes,High School,Low,3,9,Liam Williams,,,,
S2414,Sara,Williams,student1414@university.com,Male,19,Engineering,74.43,58.84,89.93,82.49,61.05,7.22,81.69,95.61,B,16,No,Yes,High School,High,6,7,Sara Williams,,,,
S2415,Maria,Davis,student1415@university.com,Male,18,Business,91.13,47.11,91.72,94.87,71.27,3.45,58.74,63.56,A,27,No,Yes,None,Medium,6,7,Maria Davis,,,,
S2416,Ali,Johnson,student1416@university.com,Female,23,Engineering,63.94,67.29,62.38,72.97,61.57,3.52,88.14,52.85,A,14,No,Yes,PhD,Medium,7,7,Ali Johnson,,,,
S2417,Omar,Brown,student1417@university.com,Male,19,Engineering,76.13,73.12,62.49,50.42,83.30,4.70,59.50,61.88,A,16,Yes,Yes,,Medium,3,6,Omar Brown,,,,
S2418,Ahmed,Jones,student1418@university.com,Female,23,Business,67.25,52.67,85.41,,74.94,8.35,61.41,79.32,F,17,No,Yes,,Low,9,5,Ahmed Jones,,,,
S2419,Ali,Williams,student1419@university.com,Male,20,Mathematics,55.24,41.60,57.70,83.76,89.40,1.01,97.87,52.39,D,27,Yes,No,,Low,10,5,Ali Williams,,,,
S2420,Ali,Jones,student1420@university.com,Female,23,CS,97.91,83.16,47.03,76.07,65.64,6.31,55.27,50.04,A,12,Yes,Yes,,Low,9,6,Ali Jones,,,,
S2421,Ali,Williams,student1421@university.com,Male,18,Engineering,92.73,41.20,55.45,84.47,75.28,6.77,74.94,81.97,A,6,No,No,Master's,High,2,5,Ali Williams,,,,
S2422,John,Jones,student1422@university.com,Female,21,CS,53.92,98.40,63.24,,62.98,5.58,53.13,72.67,C,21,No,Yes,,Medium,8,8,John Jones,,,,
S2423,Omar,Brown,student1423@university.com,Male,20,CS,85.99,53.30,43.13,57.44,96.72,9.36,54.52,92.22,B,26,Yes,No,PhD,Medium,2,4,Omar Brown,,,,
S2424,Liam,Johnson,student1424@university.com,Male,22,Engineering,67.38,79.83,68.72,83.23,76.10,6.02,81.68,62.88,F,19,Yes,Yes,None,Medium,2,9,Liam Johnson,,,,
S2425,Emma,Brown,student1425@university.com,Male,19,Mathematics,99.74,66.09,84.40,62.26,58.67,6.35,81.54,64.04,A,13,No,Yes,,High,6,5,Emma Brown,,,,
S2426,Omar,Davis,student1426@university.com,Male,18,CS,65.12,43.58,70.82,72.82,63.64,6.00,59.66,53.88,D,21,No,Yes,None,Low,8,4,Omar Davis,,,,
S2427,John,Smith,student1427@university.com,Female,20,CS,,68.33,44.31,74.58,54.15,7.22,93.62,76.93,F,30,No,Yes,,Low,1,9,John Smith,,,,
S2428,Emma,Johnson,student1428@university.com,Male,20,CS,78.39,71.01,66.41,73.86,51.39,1.35,85.11,68.30,A,19,Yes,Yes,High School,Low,8,9,Emma Johnson,,,,
S2429,Omar,Brown,student1429@university.com,Female,18,Engineering,91.76,91.28,82.53,79.92,76.30,8.94,65.03,66.99,B,13,No,No,Master's,High,8,5,Omar Brown,,,,
S2430,Ali,Davis,student1430@university.com,Male,22,CS,59.63,83.94,43.49,51.47,66.86,0.42,62.42,72.88,C,11,No,Yes,PhD,Medium,4,5,Ali Davis,,,,
S2431,Ahmed,Smith,student1431@university.com,Female,22,CS,85.47,44.76,43.59,99.48,98.19,6.41,87.71,92.48,A,30,No,Yes,None,Medium,6,5,Ahmed Smith,,,,
S2432,Emma,Davis,student1432@university.com,Male,21,Business,53.07,52.55,62.24,85.82,58.57,6.15,86.68,55.26,D,26,No,Yes,Master's,Low,2,7,Emma Davis,,,,
S2433,Maria,Williams,student1433@university.com,Male,24,CS,95.95,58.71,51.70,71.27,89.70,2.08,57.44,76.18,A,12,No,Yes,PhD,Low,1,6,Maria Williams,,,,
S2434,Maria,Williams,student1434@university.com,Female,23,Engineering,54.05,46.98,96.09,59.57,65.80,0.41,67.46,59.82,D,12,No,Yes,,Low,7,6,Maria Williams,,,,
S2435,Sara,Jones,student1435@university.com,Male,22,Business,95.71,67.41,74.88,54.01,61.18,1.39,60.83,60.62,A,25,Yes,No,,High,7,8,Sara Jones,,,,
S2436,Emma,Johnson,student1436@university.com,Male,21,CS,74.54,99.06,57.24,83.61,98.48,2.72,64.71,62.84,D,30,No,Yes,Master's,High,3,9,Emma Johnson,,,,
S2437,Ahmed,Williams,student1437@university.com,Female,23,Engineering,72.40,70.88,82.29,65.85,90.13,8.82,64.38,72.97,F,17,Yes,No,Bachelor's,Medium,3,9,Ahmed Williams,,,,
S2438,Liam,Davis,student1438@university.com,Male,20,Engineering,98.67,84.51,62.50,61.47,81.53,8.56,98.80,74.72,A,11,No,Yes,Master's,Low,10,7,Liam Davis,,,,
S2439,John,Johnson,student1439@university.com,Female,18,Engineering,99.52,80.98,47.93,69.00,84.86,0.64,87.51,93.58,A,11,No,Yes,Bachelor's,High,1,5,John Johnson,,,,
S2440,Ali,Williams,student1440@university.com,Male,22,Engineering,82.51,90.99,54.23,,99.57,2.89,89.00,94.61,A,25,No,Yes,PhD,Medium,1,7,Ali Williams,,,,
S2441,Sara,Jones,student1441@university.com,Female,21,CS,56.36,52.94,78.56,,79.66,8.89,63.87,79.33,F,20,Yes,Yes,None,Low,2,8,Sara Jones,,,,
S2442,Maria,Brown,student1442@university.com,Female,20,Business,75.31,85.23,43.11,82.26,55.10,2.37,50.03,64.07,B,21,No,Yes,,Low,10,4,Maria Brown,,,,
S2443,John,Jones,student1443@university.com,Female,22,Business,76.46,92.88,56.36,,53.24,9.96,52.91,90.92,C,10,No,Yes,Master's,Medium,3,9,John Jones,,,,
S2444,John,Smith,student1444@university.com,Female,19,CS,75.72,50.29,52.50,60.94,83.33,2.57,77.65,89.64,F,8,Yes,Yes,Master's,High,4,5,John Smith,,,,
S2445,Ali,Williams,student1445@university.com,Male,24,CS,78.47,60.81,52.07,81.84,82.88,7.39,64.27,89.90,B,5,Yes,Yes,None,Medium,8,6,Ali Williams,,,,
S2446,Liam,Smith,student1446@university.com,Male,20,CS,50.94,98.21,80.97,55.06,87.41,4.17,59.65,50.82,D,28,No,Yes,,Low,5,6,Liam Smith,,,,
S2447,Liam,Smith,student1447@university.com,Female,22,CS,85.56,86.85,89.55,77.40,55.44,1.36,52.48,87.69,A,14,Yes,Yes,PhD,Low,2,9,Liam Smith,,,,
S2448,Emma,Davis,student1448@university.com,Male,20,Engineering,85.62,56.96,82.95,79.20,97.25,2.55,93.79,92.64,B,24,No,No,PhD,Low,7,5,Emma Davis,,,,
S2449,Maria,Johnson,student1449@university.com,Male,18,CS,55.77,73.84,78.74,60.81,77.56,6.75,80.01,80.25,C,27,No,Yes,PhD,High,8,5,Maria Johnson,,,,
S2450,Liam,Davis,student1450@university.com,Male,18,CS,78.51,64.26,94.99,69.58,82.48,3.37,55.37,87.56,C,20,Yes,Yes,PhD,Low,3,8,Liam Davis,,,,
S2451,Ahmed,Williams,student1451@university.com,Female,24,Business,78.42,69.40,43.50,91.36,51.74,6.04,88.32,88.81,A,16,No,Yes,High School,Low,6,9,Ahmed Williams,,,,
S2452,Liam,Smith,student1452@university.com,Male,18,CS,84.12,61.31,50.05,57.42,98.05,2.06,87.79,75.33,F,6,Yes,Yes,High School,Medium,10,5,Liam Smith,,,,
S2453,John,Brown,student1453@university.com,Male,23,Business,54.27,56.76,64.86,,78.13,4.49,64.47,90.68,D,13,No,Yes,PhD,Low,8,7,John Brown,,,,
S2454,Ali,Smith,student1454@university.com,Female,19,Business,81.33,80.49,62.35,96.64,78.17,5.12,59.42,89.61,C,13,Yes,No,Master's,Low,10,9,Ali Smith,,,,
S2455,Ahmed,Brown,student1455@university.com,Male,18,CS,64.04,86.71,65.08,,97.18,4.13,90.70,95.81,D,19,No,Yes,,Medium,6,8,Ahmed Brown,,,,
S2456,Emma,Davis,student1456@university.com,Female,19,Business,75.35,92.44,52.39,86.26,96.47,1.98,66.48,96.07,D,24,Yes,No,High School,Medium,10,9,Emma Davis,,,,
S2457,Maria,Davis,student1457@university.com,Female,18,Business,88.67,49.32,48.97,91.34,61.01,4.62,92.37,76.49,B,23,No,Yes,High School,Low,6,9,Maria Davis,,,,
S2458,Emma,Johnson,student1458@university.com,Female,23,CS,85.28,89.37,70.55,60.19,96.55,6.93,52.18,51.57,A,27,No,No,None,High,8,6,Emma Johnson,,,,
S2459,John,Smith,student1459@university.com,Male,20,CS,55.95,55.29,95.68,60.91,86.83,9.65,74.96,50.96,D,6,Yes,Yes,None,Medium,1,5,John Smith,,,,
S2460,Ahmed,Jones,student1460@university.com,Male,22,Engineering,79.56,65.64,63.52,87.93,50.95,7.90,58.98,96.95,C,20,Yes,No,Master's,High,2,9,Ahmed Jones,,,,
S2461,Ahmed,Davis,student1461@university.com,Female,22,Mathematics,98.46,94.09,42.60,87.67,61.99,1.61,83.60,66.87,A,10,No,Yes,,Medium,3,8,Ahmed Davis,,,,
S2462,Ahmed,Davis,student1462@university.com,Female,18,Engineering,57.84,67.27,82.37,53.01,70.65,2.73,99.86,68.88,F,29,No,Yes,Bachelor's,Medium,7,6,Ahmed Davis,,,,
S2463,John,Johnson,student1463@university.com,Female,22,CS,92.65,51.82,57.47,66.12,79.14,0.79,70.63,73.50,B,15,No,No,Bachelor's,High,1,8,John Johnson,,,,
S2464,John,Brown,student1464@university.com,Female,18,Engineering,85.13,49.59,54.71,69.93,85.07,1.36,55.02,63.29,A,21,No,Yes,None,Medium,4,6,John Brown,,,,
S2465,Emma,Johnson,student1465@university.com,Female,18,Engineering,88.70,68.38,59.46,91.45,60.51,2.51,65.88,79.52,A,14,No,No,Bachelor's,Low,3,7,Emma Johnson,,,,
S2466,Sara,Smith,student1466@university.com,Female,24,Engineering,64.10,85.76,83.43,71.09,91.84,2.00,94.58,89.23,D,11,No,Yes,,Medium,8,5,Sara Smith,,,,
S2467,Emma,Williams,student1467@university.com,Male,21,Business,64.39,99.83,89.13,96.30,92.29,2.14,88.29,62.87,A,22,No,No,PhD,Low,7,7,Emma Williams,,,,
S2468,Maria,Williams,student1468@university.com,Female,21,Engineering,95.30,87.24,75.28,,81.75,2.31,61.61,87.15,A,29,No,Yes,PhD,Low,1,9,Maria Williams,,,,
S2469,Ali,Brown,student1469@university.com,Female,24,Business,,92.62,59.35,89.04,96.05,3.01,97.68,83.60,F,7,Yes,Yes,Bachelor's,High,9,8,Ali Brown,,,,
S2470,Ahmed,Davis,student1470@university.com,Female,21,Business,53.15,84.87,58.63,83.32,90.65,1.26,81.11,76.28,D,26,No,Yes,High School,Medium,4,7,Ahmed Davis,,,,
S2471,Sara,Brown,student1471@university.com,Male,19,Engineering,80.03,93.73,47.46,69.59,61.08,2.78,58.40,66.27,F,14,Yes,Yes,,Low,7,5,Sara Brown,,,,
S2472,Ali,Davis,student1472@university.com,Male,21,CS,56.24,44.58,96.00,,89.93,6.88,78.62,93.64,D,8,Yes,Yes,,Low,6,4,Ali Davis,,,,
S2473,Sara,Davis,student1473@university.com,Male,18,Business,89.83,95.80,78.29,78.66,97.66,2.36,72.56,70.14,A,23,No,Yes,High School,Medium,3,8,Sara Davis,,,,
S2474,Liam,Williams,student1474@university.com,Male,23,Mathematics,82.09,63.78,41.62,68.09,56.88,1.72,90.98,68.73,C,7,Yes,Yes,,Low,6,7,Liam Williams,,,,
S2475,Liam,Brown,student1475@university.com,Female,23,CS,93.74,95.30,79.74,67.54,98.93,0.68,67.21,82.07,A,23,Yes,Yes,High School,Low,7,5,Liam Brown,,,,
S2476,Omar,Johnson,student1476@university.com,Male,20,Engineering,89.24,44.54,66.83,84.39,51.25,5.00,93.75,96.02,B,16,No,No,PhD,Low,5,9,Omar Johnson,,,,
S2477,Liam,Davis,student1477@university.com,Female,21,CS,55.61,82.91,98.35,73.18,76.11,8.42,90.60,75.40,C,9,No,Yes,Bachelor's,Medium,10,7,Liam Davis,,,,
S2478,Emma,Jones,student1478@university.com,Female,23,Business,,84.14,89.14,87.60,88.69,0.59,83.73,86.13,F,9,No,Yes,None,Medium,4,7,Emma Jones,,,,
S2479,Liam,Jones,student1479@university.com,Female,21,Business,,99.81,50.28,69.91,89.52,5.42,62.93,72.84,D,24,No,Yes,None,Low,6,6,Liam Jones,,,,
S2480,John,Johnson,student1480@university.com,Female,20,CS,70.87,86.13,83.21,57.54,86.73,6.51,98.52,60.94,B,26,Yes,Yes,None,High,10,8,John Johnson,,,,
S2481,Ahmed,Jones,student1481@university.com,Female,23,Business,98.62,62.95,69.13,73.07,76.47,5.92,77.43,56.20,A,22,Yes,Yes,Master's,High,8,9,Ahmed Jones,,,,
S2482,Emma,Smith,student1482@university.com,Female,18,CS,86.79,73.43,51.22,97.55,82.55,8.78,95.38,56.82,B,23,Yes,No,Bachelor's,Medium,7,8,Emma Smith,,,,
S2483,Ali,Davis,student1483@university.com,Male,19,Business,50.77,61.99,81.92,90.08,85.00,8.66,60.79,51.07,D,26,Yes,Yes,,Low,3,5,Ali Davis,,,,
S2484,Omar,Johnson,student1484@university.com,Male,24,Engineering,94.00,51.76,72.84,60.29,74.73,0.57,99.17,77.65,B,16,Yes,Yes,Bachelor's,Medium,2,4,Omar Johnson,,,,
S2485,Omar,Brown,student1485@university.com,Male,24,CS,55.04,54.91,41.82,69.57,79.78,3.61,90.80,56.56,D,9,No,Yes,None,Medium,10,6,Omar Brown,,,,
S2486,Omar,Davis,student1486@university.com,Male,24,CS,57.03,53.32,78.80,96.39,92.32,6.71,97.46,93.28,F,14,No,Yes,PhD,Low,5,5,Omar Davis,,,,
S2487,Ali,Johnson,student1487@university.com,Male,21,CS,86.72,72.93,78.10,56.18,65.64,9.52,60.62,99.14,A,30,No,Yes,Bachelor's,Medium,9,6,Ali Johnson,,,,
S2488,Ali,Williams,student1488@university.com,Female,23,Engineering,93.25,94.37,48.65,62.70,76.16,8.05,71.53,74.79,A,16,No,Yes,High School,Medium,10,5,Ali Williams,,,,
S2489,Ali,Brown,student1489@university.com,Male,23,Engineering,76.82,94.76,60.94,63.11,50.42,1.77,54.88,72.48,D,28,No,Yes,Bachelor's,High,5,6,Ali Brown,,,,
S2490,Ali,Williams,student1490@university.com,Male,20,CS,,43.29,75.15,78.55,84.37,2.79,56.85,67.40,A,23,Yes,Yes,High School,Low,10,9,Ali Williams,,,,
S2491,Omar,Davis,student1491@university.com,Male,18,CS,67.57,44.79,48.33,70.54,59.77,7.64,64.20,81.90,C,23,Yes,Yes,None,Low,1,8,Omar Davis,,,,
S2492,Omar,Brown,student1492@university.com,Female,22,CS,67.14,54.71,91.16,53.99,74.05,4.71,97.58,80.40,F,10,No,No,High School,Low,9,5,Omar Brown,,,,
S2493,Sara,Jones,student1493@university.com,Female,23,Business,66.33,55.30,41.65,81.46,60.51,5.47,83.36,67.17,A,14,No,Yes,Master's,High,2,7,Sara Jones,,,,
S2494,Emma,Johnson,student1494@university.com,Female,19,Business,,45.69,46.17,54.95,51.18,6.09,65.73,67.16,A,23,Yes,Yes,PhD,Low,2,4,Emma Johnson,,,,
S2495,Ahmed,Davis,student1495@university.com,Male,20,CS,80.44,63.31,46.97,80.32,74.16,1.03,97.73,82.24,B,21,No,Yes,High School,Medium,6,9,Ahmed Davis,,,,
S2496,Liam,Smith,student1496@university.com,Male,23,Engineering,95.02,75.26,71.69,75.35,71.24,8.56,86.99,77.73,A,27,No,Yes,PhD,High,3,7,Liam Smith,,,,
S2497,Liam,Brown,student1497@university.com,Male,23,CS,65.35,74.69,77.21,74.68,71.26,8.63,95.35,85.93,F,10,No,Yes,,High,5,7,Liam Brown,,,,
S2498,John,Brown,student1498@university.com,Male,20,Mathematics,59.33,72.61,64.22,53.37,60.44,4.68,96.36,97.07,D,24,Yes,Yes,,Medium,5,5,John Brown,,,,
S2499,Omar,Davis,student1499@university.com,Male,20,Mathematics,91.93,60.32,57.32,81.96,97.36,6.27,87.54,88.98,B,6,Yes,Yes,Bachelor's,High,3,6,Omar Davis,,,,
S2500,John,Davis,student1500@university.com,Female,21,Engineering,87.09,82.39,88.56,71.57,50.18,6.60,62.16,65.22,A,13,No,Yes,High School,Medium,8,7,John Davis,,,,
S2501,Emma,Williams,student1501@university.com,Male,23,Mathematics,96.54,89.59,44.10,70.56,94.58,1.90,99.83,87.96,B,21,Yes,Yes,,High,3,7,Emma Williams,,,,
S2502,Emma,Jones,student1502@university.com,Female,22,Business,58.28,60.78,56.82,79.82,86.85,1.13,66.25,72.50,C,30,No,Yes,High School,Low,6,4,Emma Jones,,,,
S2503,John,Williams,student1503@university.com,Male,19,Business,57.21,45.13,42.35,80.31,58.60,0.21,83.59,88.88,D,30,No,Yes,Master's,Medium,10,6,John Williams,,,,
S2504,Omar,Williams,student1504@university.com,Female,18,Engineering,,57.78,40.83,50.75,73.61,9.13,92.24,94.33,F,16,No,No,PhD,Medium,5,6,Omar Williams,,,,
S2505,John,Jones,student1505@university.com,Female,18,CS,80.72,48.24,61.20,56.26,99.44,3.46,58.76,62.50,F,24,No,Yes,High School,Medium,7,5,John Jones,,,,
S2506,Liam,Smith,student1506@university.com,Female,22,CS,74.01,68.04,51.69,61.83,82.18,0.86,80.45,61.93,B,20,Yes,Yes,None,Medium,6,5,Liam Smith,,,,
S2507,Sara,Williams,student1507@university.com,Female,20,CS,79.95,49.36,56.10,83.90,56.37,4.66,68.76,71.63,A,23,No,Yes,None,Low,9,5,Sara Williams,,,,
S2508,Liam,Williams,student1508@university.com,Male,20,Engineering,59.02,67.77,89.26,78.84,72.88,0.76,62.21,52.58,C,23,Yes,Yes,Bachelor's,Low,2,8,Liam Williams,,,,
